Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025614.4106	3.8699	-0.8825	-0.1478	-1.4008	9.3377	2.1392	-0.5638	-0.3553	-0.2777	3509025614.4171	0.6058	-0.5328	-0.5973	-1.0075	9.6258	-1.3252	-0.1865	-0.6582	0.1527	3509025614.3824	-0.2258	0.0347	-0.0886	1.3796	4.8090	-8.1915	-0.0905	-0.0167	0.5374	3509025614.4142	1.4082	-1.8440	-0.3318	0.7273	9.4499	2.2348	-0.0255	-0.5370	-0.4262	69960.9375	3509025614.4025	3509025544.4416	-1.1163	-0.6155	1.1273	0.6369	9.7509	1.0914	0.0878	-0.5447	-0.2316	69960.9375	3509025614.4067	3509025544.4457	-0.0806	0.4362	-0.2574	-1.4214	4.4663	-8.5149	-0.1440	1.3866	-0.0094	69960.9375	3509025614.4160	3509025544.4551	-0.9137	0.6962	-0.0998	0.0476	9.8020	-0.0895	-0.1781	-0.6226	-0.2558	0.0000	0.0000
3509025614.4204	3.5264	-1.5388	-0.0494	-1.3203	9.4141	2.2128	-0.5714	-0.3534	-0.2907	3509025614.4268	0.7010	0.5996	-0.8305	-0.9279	9.5462	-1.4808	-0.1712	-0.6621	0.1634	3509025614.3922	-0.0558	0.2303	0.0181	1.4574	4.6491	-8.4980	-0.0765	-0.0250	0.5529	3509025614.4239	1.5919	-0.9678	0.0016	0.6491	9.5263	2.1576	-0.0529	-0.5535	-0.4239	69970.7031	3509025614.4123	3509025544.4416	-1.1163	-0.6155	1.1273	0.6369	9.7509	1.0914	0.0796	-0.5511	-0.2295	69970.7031	3509025614.4164	3509025544.4457	-0.0806	0.4362	-0.2574	-1.5018	4.5401	-8.6740	-0.1420	1.3445	-0.0070	69970.7031	3509025614.4258	3509025544.4551	-0.9137	0.6962	-0.0998	0.0484	9.8027	-0.0118	-0.1670	-0.5843	-0.2488	0.0000	0.0000
3509025614.4302	3.5264	-1.5388	-0.0494	-1.4015	9.4141	2.0632	-0.5810	-0.3961	-0.2842	3509025614.4366	0.7010	0.5996	-0.8305	-0.9279	9.5462	-1.4808	-0.1712	-0.6621	0.1634	3509025614.4020	-0.0558	0.2303	0.0181	1.3796	4.7291	-8.3444	-0.1006	-0.0167	0.5352	3509025614.4337	1.5919	-0.9678	0.0016	0.5717	9.6790	2.1568	-0.0353	-0.5165	-0.4262	69980.4687	3509025614.4220	3509025544.4416	-1.1163	-0.6155	1.1273	0.5587	9.6723	1.0132	0.0714	-0.5426	-0.2211	69980.4687	3509025614.4262	3509025544.4457	-0.0806	0.4362	-0.2574	-1.5017	4.3861	-8.6709	-0.1380	1.3824	-0.0117	69980.4687	3509025614.4356	3509025544.4551	-0.9137	0.6962	-0.0998	0.2091	9.8043	0.1438	-0.1503	-0.6284	-0.2604	0.0000	0.0000
3509025614.4399	3.5264	-1.5388	-0.0494	-1.3196	9.5668	2.2865	-0.5829	-0.3883	-0.2993	3509025614.4464	0.7010	0.5996	-0.8305	-0.9279	9.5470	-1.4022	-0.1885	-0.6484	0.1548	3509025614.4117	-0.0558	0.2303	0.0181	1.3017	4.8083	-8.2676	-0.1006	-0.0187	0.5286	3509025614.4434	1.5919	-0.9678	0.0016	0.6507	9.6026	2.3112	-0.0373	-0.5391	-0.4239	69990.2344	3509025614.4318	3509025544.4416	-1.2532	1.1588	1.1450	0.7152	9.8263	0.8536	0.0714	-0.5426	-0.2211	69990.2344	3509025614.4360	3509025544.4457	-0.0806	0.4362	-0.2574	-1.5018	4.6171	-8.6755	-0.1600	1.3676	-0.0070	69990.2344	3509025614.4453	3509025544.4551	-1.5777	2.6033	0.4268	0.1295	9.8043	0.1438	-0.1800	-0.6207	-0.2650	0.0000	0.0000
3509025614.4497	3.5264	-1.5388	-0.0494	-1.2399	9.5668	2.2857	-0.5790	-0.4175	-0.2907	3509025614.4561	0.8236	-0.8280	-0.8787	-0.9279	9.7030	-1.4054	-0.1846	-0.6777	0.1548	3509025614.4215	-0.1457	0.2667	-0.2239	1.4574	4.8075	-8.3460	-0.1006	-0.0187	0.5286	3509025614.4532	1.5919	-0.9678	0.0016	0.5733	9.6026	2.3120	-0.0373	-0.5391	-0.4239	70000.0000	3509025614.4416	3509025544.4416	-1.2532	1.1588	1.1450	0.7934	9.7509	1.0914	0.0673	-0.5809	-0.2189	70000.0000	3509025614.4457	3509025544.4457	0.1830	0.1726	-0.4280	-1.5026	4.5385	-8.7535	-0.1600	1.3676	-0.0070	70000.0000	3509025614.4551	3509025544.4551	-1.5777	2.6033	0.4268	0.1280	9.8792	-0.0125	-0.1651	-0.5881	-0.2581	0.0000	0.0000
3509025614.4595	3.2294	-0.1857	-0.9457	-1.4797	9.4905	2.2137	-0.5810	-0.4117	-0.3015	3509025614.4659	0.8236	-0.8280	-0.8787	-1.1667	9.7030	-1.4054	-0.1846	-0.6777	0.1548	3509025614.4313	-0.1457	0.2667	-0.2239	1.4574	4.8082	-8.2691	-0.0986	-0.0458	0.5485	3509025614.4630	0.9949	-0.5501	0.0111	0.7288	9.6026	2.3876	-0.0373	-0.5267	-0.4286	70009.7656	3509025614.4513	3509025544.4416	-1.2532	1.1588	1.1450	0.9499	9.8279	1.0116	0.0612	-0.5511	-0.2168	70009.7656	3509025614.4555	3509025544.4457	0.1830	0.1726	-0.4280	-1.6618	4.6124	-8.9110	-0.1280	1.3824	-0.0070	70009.7656	3509025614.4649	3509025544.4551	-1.5777	2.6033	0.4268	0.1272	9.8020	-0.0895	-0.1707	-0.5824	-0.2581	0.0000	0.0000
3509025614.4692	3.2294	-0.1857	-0.9457	-1.3993	9.4905	2.2881	-0.5771	-0.3592	-0.2885	3509025614.4756	0.8236	-0.8280	-0.8787	-1.0871	9.7795	-1.5641	-0.1712	-0.6406	0.1613	3509025614.4410	-0.1457	0.2667	-0.2239	1.4574	4.6506	-8.3444	-0.0905	-0.0354	0.5286	3509025614.4727	0.9949	-0.5501	0.0111	0.5733	9.6026	2.3120	-0.0176	-0.5144	-0.4333	70019.5312	3509025614.4611	3509025544.4416	-1.3168	0.9607	0.8826	0.9499	9.7485	0.8544	0.0571	-0.5723	-0.2211	70019.5312	3509025614.4653	3509025544.4457	0.1830	0.1726	-0.4280	-1.5034	4.5369	-8.8331	-0.1520	1.3697	-0.0070	70019.5312	3509025614.4746	3509025544.4551	-1.5777	2.6033	0.4268	0.1272	9.8784	-0.0903	-0.1614	-0.5862	-0.2627	0.0000	0.0000
3509025614.4790	3.2294	-0.1857	-0.9457	-1.3985	9.4905	2.3633	-0.5714	-0.3573	-0.2928	3509025614.4854	0.8236	-0.8280	-0.8787	-1.0871	9.5462	-1.4808	-0.1827	-0.6836	0.1527	3509025614.4508	-0.1466	0.2176	-0.0724	1.4574	4.8082	-8.2691	-0.0905	-0.0354	0.5286	3509025614.4825	0.9949	-0.5501	0.0111	0.7281	9.5263	2.3112	-0.0176	-0.5144	-0.4333	70029.2969	3509025614.4709	3509025544.4416	-1.3168	0.9607	0.8826	0.9499	9.8279	1.0116	0.0571	-0.5723	-0.2211	70029.2969	3509025614.4750	3509025544.4457	0.3861	0.3157	-0.4054	-1.4229	4.4631	-8.6740	-0.1600	1.3739	-0.0164	70029.2969	3509025614.4844	3509025544.4551	-1.3474	2.5276	0.6449	0.1288	9.8800	0.0652	-0.1503	-0.5862	-0.2581	0.0000	0.0000
3509025614.4888	3.3145	-0.0945	-0.5877	-1.4790	9.6432	2.2873	-0.5733	-0.3612	-0.2820	3509025614.4952	0.8231	0.4032	-1.2590	-1.2463	9.6234	-1.5610	-0.1750	-0.6758	0.1505	3509025614.4606	-0.1466	0.2176	-0.0724	1.3796	4.8082	-8.2684	-0.0905	-0.0312	0.5330	3509025614.4923	1.6378	-1.1052	-1.3454	0.7296	9.5263	2.4656	-0.0353	-0.5267	-0.4215	70039.0625	3509025614.4806	3509025544.4416	-1.3168	0.9607	0.8826	0.9499	9.9056	1.0108	0.0612	-0.5745	-0.2211	70039.0625	3509025614.4848	3509025544.4457	0.3861	0.3157	-0.4054	-1.5822	4.5370	-8.8315	-0.1600	1.3739	-0.0164	70039.0625	3509025614.4942	3509025544.4551	-1.3474	2.5276	0.6449	0.1303	9.8815	0.2207	-0.1837	-0.6130	-0.2650	0.0000	0.0000
3509025614.4985	3.3145	-0.0945	-0.5877	-1.5594	9.4905	2.2145	-0.5733	-0.3903	-0.2972	3509025614.5049	0.8231	0.4032	-1.2590	-1.1667	9.6250	-1.4038	-0.1750	-0.6758	0.1505	3509025614.4703	-0.1466	0.2176	-0.0724	1.3796	4.7291	-8.3444	-0.0825	-0.0396	0.5419	3509025614.5020	1.6378	-1.1052	-1.3454	0.8828	9.5263	2.3097	-0.0275	-0.5473	-0.4309	70048.8281	3509025614.4904	3509025544.4416	-1.4152	0.5644	1.7058	0.9499	9.8279	1.0116	0.0633	-0.5957	-0.2274	70048.8281	3509025614.4945	3509025544.4457	0.3861	0.3157	-0.4054	-1.4221	4.3877	-8.5929	-0.1440	1.3845	-0.0094	70048.8281	3509025614.5039	3509025544.4551	-1.3474	2.5276	0.6449	0.2084	9.8800	0.0652	-0.1707	-0.6130	-0.2673	0.0000	0.0000
3509025614.5083	3.3145	-0.0945	-0.5877	-1.5624	9.4141	1.9144	-0.5600	-0.3903	-0.2993	3509025614.5147	0.8231	0.4032	-1.2590	-1.1667	9.6250	-1.4038	-0.1769	-0.6465	0.1634	3509025614.4801	-0.1466	0.2176	-0.0724	1.5353	4.8075	-8.3467	-0.0845	-0.0354	0.5264	3509025614.5118	1.6378	-1.1052	-1.3454	0.8039	9.6026	2.1553	-0.0255	-0.5144	-0.4356	70058.5937	3509025614.5001	3509025544.4416	-1.4152	0.5644	1.7058	0.7934	9.8279	1.0116	0.0633	-0.5957	-0.2274	70058.5937	3509025614.5043	3509025544.4457	0.6042	0.0046	-0.4539	-1.6602	4.5386	-8.7504	-0.1360	1.3508	-0.0094	70058.5937	3509025614.5137	3509025544.4551	0.1499	1.9979	-0.2182	0.2888	9.8043	0.1438	-0.1725	-0.5843	-0.2627	0.0000	0.0000
3509025614.5181	3.1512	1.3033	0.5621	-1.4805	9.4905	2.1385	-0.5848	-0.3922	-0.2993	3509025614.5245	1.3101	2.2772	-1.9948	-1.0871	9.4689	-1.4007	-0.1885	-0.6504	0.1527	3509025614.4899	0.5504	0.3440	0.1652	1.3796	4.8082	-8.2684	-0.0845	-0.0354	0.5264	3509025614.5216	2.5563	-2.4269	-1.4290	0.8047	9.6026	2.2325	-0.0255	-0.5144	-0.4356	70068.3594	3509025614.5099	3509025544.4416	-1.4152	0.5644	1.7058	0.8716	9.8263	0.8536	0.0673	-0.5404	-0.2168	70068.3594	3509025614.5141	3509025544.4457	0.6042	0.0046	-0.4539	-1.4237	4.4615	-8.7535	-0.1360	1.3508	-0.0094	70068.3594	3509025614.5235	3509025544.4551	0.1499	1.9979	-0.2182	0.2084	9.6506	0.0675	-0.1521	-0.5900	-0.2650	0.0000	0.0000
3509025614.5278	3.1512	1.3033	0.5621	-1.1632	9.4905	1.9849	-0.5771	-0.4000	-0.2907	3509025614.5342	1.3101	2.2772	-1.9948	-1.1667	9.4681	-1.4793	-0.1808	-0.6641	0.1527	3509025614.4996	0.5504	0.3440	0.1652	1.3796	4.8082	-8.2684	-0.0865	-0.0187	0.5330	3509025614.5313	2.5563	-2.4269	-1.4290	0.8039	9.6026	2.1553	-0.0333	-0.5679	-0.4192	70078.1250	3509025614.5197	3509025544.4416	-2.2931	-0.3286	2.2942	0.9499	9.7501	1.0124	0.0673	-0.5511	-0.2126	70078.1250	3509025614.5238	3509025544.4457	0.6042	0.0046	-0.4539	-1.5010	4.5417	-8.5944	-0.1440	1.3761	-0.0141	70078.1250	3509025614.5332	3509025544.4551	0.1499	1.9979	-0.2182	0.2084	9.6506	0.0675	-0.1651	-0.6054	-0.2673	0.0000	0.0000
3509025614.5376	3.1512	1.3033	0.5621	-1.3226	9.4905	1.9865	-0.5790	-0.3942	-0.2863	3509025614.5440	1.3101	2.2772	-1.9948	-0.7687	9.4673	-1.5579	-0.1808	-0.6641	0.1527	3509025614.5094	0.5504	0.3440	0.1652	1.3017	4.7298	-8.2668	-0.0765	-0.0104	0.5441	3509025614.5411	2.5563	-2.4269	-1.4290	0.7273	9.4499	2.2348	-0.0314	-0.5391	-0.4215	70087.8906	3509025614.5294	3509025544.4416	-2.2931	-0.3286	2.2942	0.8716	9.6723	1.0132	0.0714	-0.5638	-0.2316	70087.8906	3509025614.5336	3509025544.4457	0.6042	0.0046	-0.4539	-1.5798	4.4648	-8.5913	-0.1400	1.3445	-0.0094	70087.8906	3509025614.5430	3509025544.4551	0.5494	1.2865	0.1750	0.1296	9.7278	0.1445	-0.1596	-0.6398	-0.2581	0.0000	0.0000
3509025614.5474	2.9467	1.5508	0.9936	-1.2421	9.4141	2.0616	-0.5695	-0.3942	-0.2928	3509025614.5538	1.0598	2.3635	-2.0619	-0.7687	9.4689	-1.4007	-0.1846	-0.6582	0.1591	3509025614.5192	0.3780	0.7802	-0.0872	1.4574	4.8075	-8.3460	-0.0765	-0.0125	0.5308	3509025614.5509	3.2298	-1.7226	-1.5692	0.7281	9.4499	2.3120	-0.0333	-0.5473	-0.4403	70097.6562	3509025614.5392	3509025544.4416	-2.2931	-0.3286	2.2942	0.8716	9.7493	0.9334	0.0714	-0.5638	-0.2316	70097.6562	3509025614.5434	3509025544.4457	0.3706	0.0428	-0.4022	-1.5026	4.5385	-8.7535	-0.1480	1.3424	-0.0211	70097.6562	3509025614.5527	3509025544.4551	0.5494	1.2865	0.1750	0.1288	9.7271	0.0668	-0.1781	-0.6284	-0.2604	0.0000	0.0000
3509025614.5571	2.9467	1.5508	0.9936	-1.2414	9.3377	2.1376	-0.5676	-0.3495	-0.2842	3509025614.5635	1.0598	2.3635	-2.0619	-0.7687	9.7030	-1.4054	-0.1808	-0.6602	0.1548	3509025614.5289	0.3780	0.7802	-0.0872	1.3796	4.8098	-8.1147	-0.0865	-0.0125	0.5308	3509025614.5606	3.2298	-1.7226	-1.5692	0.8055	9.4499	2.3112	-0.0333	-0.5473	-0.4403	70107.4219	3509025614.5490	3509025544.4416	-2.1539	0.0827	2.4974	0.9499	9.6716	0.9341	0.0633	-0.5745	-0.2147	70107.4219	3509025614.5531	3509025544.4457	0.3706	0.0428	-0.4022	-1.4222	4.5417	-8.5960	-0.1480	1.3424	-0.0211	70107.4219	3509025614.5625	3509025544.4551	0.5494	1.2865	0.1750	0.2076	9.8027	-0.0118	-0.1688	-0.5996	-0.2558	0.0000	0.0000
3509025614.5669	2.9467	1.5508	0.9936	-1.2406	9.3377	2.2128	-0.5638	-0.3573	-0.2928	3509025614.5733	1.0598	2.3635	-2.0619	-0.8483	9.7014	-1.5626	-0.1827	-0.6816	0.1591	3509025614.5387	0.3780	0.7802	-0.0872	1.5353	4.8874	-8.1939	-0.0805	-0.0083	0.5419	3509025614.5704	3.2298	-1.7226	-1.5692	0.6522	9.5263	2.4664	-0.0235	-0.5103	-0.4333	70117.1875	3509025614.5587	3509025544.4416	-2.1539	0.0827	2.4974	0.8716	9.6716	0.9341	0.0633	-0.5681	-0.2126	70117.1875	3509025614.5629	3509025544.4457	0.3706	0.0428	-0.4022	-1.5026	4.5385	-8.7535	-0.1520	1.3319	-0.0141	70117.1875	3509025614.5723	3509025544.4551	-0.2229	-0.6206	0.5241	0.1288	9.7271	0.0668	-0.1633	-0.6188	-0.2696	0.0000	0.0000
3509025614.5767	2.9467	1.5508	0.9936	-1.2384	9.5668	2.4361	-0.5695	-0.3592	-0.2907	3509025614.5831	1.0598	2.3635	-2.0619	-0.8483	9.7795	-1.5641	-0.1827	-0.6816	0.1591	3509025614.5485	-0.0702	1.0191	-0.3084	1.5353	4.8082	-8.2699	-0.0926	-0.0146	0.5463	3509025614.5802	3.2298	-1.7226	-1.5692	0.7273	9.5263	2.2340	-0.0275	-0.5185	-0.4215	70126.9531	3509025614.5685	3509025544.4416	-2.1539	0.0827	2.4974	0.7934	9.6723	1.0132	0.0633	-0.5681	-0.2126	70126.9531	3509025614.5727	3509025544.4457	0.1234	-0.4865	-0.1491	-1.5806	4.5402	-8.6724	-0.1400	1.3403	-0.0094	70126.9531	3509025614.5820	3509025544.4551	-0.2229	-0.6206	0.5241	0.1280	9.8027	-0.0118	-0.1521	-0.6284	-0.2604	0.0000	0.0000
3509025614.5864	3.2650	1.0106	0.2383	-1.1602	9.5668	2.2849	-0.5619	-0.3515	-0.2928	3509025614.5928	1.8815	-0.6321	-2.1920	-0.9279	9.7779	-1.7214	-0.1769	-0.6406	0.1634	3509025614.5582	-0.0702	1.0191	-0.3084	1.4574	4.7298	-8.2684	-0.0926	-0.0146	0.5463	3509025614.5899	1.9287	-2.4638	-1.3917	0.6499	9.5263	2.2348	-0.0275	-0.5185	-0.4215	70136.7187	3509025614.5783	3509025544.4416	-2.1539	0.0827	2.4974	0.7934	9.7477	0.7754	0.0714	-0.5851	-0.2189	70136.7187	3509025614.5824	3509025544.4457	0.1234	-0.4865	-0.1491	-1.5033	4.4600	-8.8315	-0.1600	1.3445	-0.0211	70136.7187	3509025614.5918	3509025544.4551	-0.2229	-0.6206	0.5241	0.0476	9.8020	-0.0895	-0.1558	-0.5900	-0.2650	0.0000	0.0000
3509025614.5962	3.2650	1.0106	0.2383	-1.2406	9.4141	2.2120	-0.5752	-0.3825	-0.2928	3509025614.6026	1.8815	-0.6321	-2.1920	-1.0075	9.6234	-1.5610	-0.1788	-0.6680	0.1462	3509025614.5680	-0.0702	1.0191	-0.3084	1.4574	4.8075	-8.3460	-0.0966	-0.0354	0.5286	3509025614.5997	1.9287	-2.4638	-1.3917	0.6499	9.5263	2.2348	-0.0392	-0.5370	-0.4403	70146.4844	3509025614.5880	3509025544.4416	-1.0573	0.6372	2.4570	0.7152	9.7509	1.0914	0.0776	-0.5915	-0.2253	70146.4844	3509025614.5922	3509025544.4457	0.1234	-0.4865	-0.1491	-1.5806	4.6941	-8.6755	-0.1600	1.3445	-0.0211	70146.4844	3509025614.6016	3509025544.4551	-0.2229	-0.6206	0.5241	0.0460	9.8769	-0.2458	-0.1558	-0.6073	-0.2650	0.0000	0.0000
3509025614.6060	3.2650	1.0106	0.2383	-1.4805	9.5668	2.1377	-0.5752	-0.3806	-0.2928	3509025614.6124	1.8815	-0.6321	-2.1920	-1.0075	9.6242	-1.4824	-0.1808	-0.6777	0.1484	3509025614.5778	-0.0702	1.0191	-0.3084	1.3796	4.7283	-8.4212	-0.1107	-0.0354	0.5396	3509025614.6095	1.9287	-2.4638	-1.3917	0.8828	9.5263	2.3097	-0.0529	-0.5432	-0.4239	70156.2500	3509025614.5978	3509025544.4416	-1.0573	0.6372	2.4570	0.7934	9.7501	1.0124	0.0837	-0.5702	-0.2105	70156.2500	3509025614.6020	3509025544.4457	-0.0168	0.0195	-0.1199	-1.5018	4.5401	-8.6740	-0.1320	1.3718	-0.0282	70156.2500	3509025614.6113	3509025544.4551	0.0903	-1.5892	-0.0945	0.1280	9.8792	-0.0125	-0.1707	-0.6188	-0.2673	0.0000	0.0000
3509025614.6157	2.9232	0.4310	0.3797	-1.4797	9.4905	2.2137	-0.5771	-0.3864	-0.2885	3509025614.6221	1.6003	1.3071	-1.9377	-0.9279	9.6266	-1.2466	-0.1808	-0.6777	0.1484	3509025614.5875	0.0253	0.5085	-0.1320	1.3796	4.7291	-8.3444	-0.1006	-0.0333	0.5419	3509025614.6192	1.8062	-1.5339	-0.6731	0.7281	9.4499	2.3120	-0.0333	-0.5144	-0.4169	70166.0156	3509025614.6076	3509025544.4416	-1.0573	0.6372	2.4570	0.8716	9.7493	0.9334	0.0837	-0.5702	-0.2105	70166.0156	3509025614.6117	3509025544.4457	-0.0168	0.0195	-0.1199	-1.5026	4.5385	-8.7535	-0.1460	1.3761	-0.0047	70166.0156	3509025614.6211	3509025544.4551	0.0903	-1.5892	-0.0945	0.1288	9.8800	0.0652	-0.1633	-0.6169	-0.2581	0.0000	0.0000
3509025614.6255	2.9232	0.4310	0.3797	-1.4015	9.5668	2.0617	-0.5695	-0.3786	-0.2863	3509025614.6319	1.6003	1.3071	-1.9377	-1.0871	9.4705	-1.2435	-0.1904	-0.6641	0.1613	3509025614.5973	0.0253	0.5085	-0.1320	1.4574	4.8052	-8.5764	-0.1006	-0.0333	0.5419	3509025614.6290	1.8062	-1.5339	-0.6731	0.7273	9.5263	2.2340	-0.0333	-0.5144	-0.4169	70175.7812	3509025614.6173	3509025544.4416	-1.9122	-0.9896	2.2875	0.7934	9.6700	0.7761	0.0878	-0.5766	-0.2232	70175.7812	3509025614.6215	3509025544.4457	-0.0168	0.0195	-0.1199	-1.5026	4.5385	-8.7535	-0.1440	1.3571	-0.0211	70175.7812	3509025614.6309	3509025544.4551	0.0903	-1.5892	-0.0945	0.1288	9.8035	0.0660	-0.1855	-0.6264	-0.2650	0.0000	0.0000
3509025614.6353	2.9232	0.4310	0.3797	-1.4797	9.4905	2.2137	-0.5771	-0.3961	-0.3059	3509025614.6417	1.6003	1.3071	-1.9377	-0.7687	9.6258	-1.3252	-0.1904	-0.6680	0.1462	3509025614.6071	0.0253	0.5085	-0.1320	1.4574	4.7298	-8.2684	-0.0966	-0.0458	0.5441	3509025614.6388	1.8062	-1.5339	-0.6731	0.5725	9.5263	2.2356	-0.0373	-0.5165	-0.4309	70185.5469	3509025614.6271	3509025544.4416	-1.9122	-0.9896	2.2875	0.6369	9.6716	0.9341	0.0837	-0.5638	-0.2274	70185.5469	3509025614.6313	3509025544.4457	-0.0168	0.0195	-0.1199	-1.5813	4.4616	-8.7504	-0.1440	1.3571	-0.0211	70185.5469	3509025614.6406	3509025544.4551	0.5425	-1.9827	-0.5066	0.2076	9.6498	-0.0102	-0.1503	-0.6149	-0.2650	0.0000	0.0000
3509025614.6450	3.5647	-0.0970	1.1423	-1.3196	9.3377	2.2888	-0.5581	-0.3981	-0.3059	3509025614.6514	0.4131	1.5044	-2.2776	-0.8483	9.6250	-1.4038	-0.1904	-0.6680	0.1462	3509025614.6168	0.1288	1.1558	-0.3394	1.3017	4.7275	-8.4973	-0.0986	-0.0396	0.5374	3509025614.6485	2.2195	-0.5070	-0.0467	0.6491	9.6026	2.1568	-0.0392	-0.5412	-0.4192	70195.3125	3509025614.6369	3509025544.4416	-1.9122	-0.9896	2.2875	0.4804	9.6716	0.9341	0.0837	-0.5638	-0.2274	70195.3125	3509025614.6410	3509025544.4457	-0.0636	0.1428	-0.1197	-1.5813	4.4616	-8.7504	-0.1420	1.3655	-0.0117	70195.3125	3509025614.6504	3509025544.4551	0.5425	-1.9827	-0.5066	-0.0304	9.6506	0.0675	-0.1688	-0.6398	-0.2673	0.0000	0.0000
3509025614.6548	3.5647	-0.0970	1.1423	-1.4797	9.4141	2.2144	-0.5619	-0.3592	-0.2863	3509025614.6612	0.4131	1.5044	-2.2776	-0.7687	9.6250	-1.4038	-0.1808	-0.6445	0.1613	3509025614.6266	0.1288	1.1558	-0.3394	1.4574	4.8075	-8.3460	-0.0986	-0.0396	0.5374	3509025614.6583	2.2195	-0.5070	-0.0467	0.6491	9.6026	2.1568	-0.0255	-0.5226	-0.4309	70205.0781	3509025614.6466	3509025544.4416	-1.3562	-0.5825	1.5105	0.5587	9.7493	0.9334	0.0653	-0.5872	-0.2189	70205.0781	3509025614.6508	3509025544.4457	-0.0636	0.1428	-0.1197	-1.5033	4.4600	-8.8315	-0.1420	1.3529	-0.0047	70205.0781	3509025614.6602	3509025544.4551	0.5425	-1.9827	-0.5066	0.1280	9.6498	-0.0102	-0.1558	-0.6130	-0.2512	0.0000	0.0000
