Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
281250.0000	13.7300	156.6899	-69.6015	-20.6023	1.1659	-5.1828	0.0419	-0.7049	-0.6312	281250.0000	-59.1894	21.7380	193.6119	-4.9876	7.3549	-2.0660	0.0788	-0.8789	-0.3032	281250.0000	43.9134	-36.7033	27.9303	2.9367	6.8194	-11.0700	-0.1187	-0.5396	0.6564	281250.0000	-129.6342	-59.2754	139.6132	-1.2723	9.9845	3.4847	-0.5196	-0.7572	0.1124	281250.0000	26.4775	-109.8170	-157.3702	-1.1626	15.9920	3.0833	-0.7898	-0.3596	0.2253	281250.0000	510.7766	-48.1771	-217.8017	-7.5425	32.8576	-13.7364	-0.8260	1.0462	-0.6103	281259.7656	25.2427	-4.8736	-11.4810	-1.6635	15.8031	-4.0377	0.2857	-0.7529	0.3456	0.0000	0.0000
281259.7656	-70.5627	-100.2302	3.1853	-16.6858	-0.8198	3.8977	0.0419	-0.6893	-0.6139	281259.7656	-59.1894	21.7380	193.6119	-5.1468	3.6455	1.6249	0.0788	-0.8789	-0.3032	281259.7656	43.9134	-36.7033	27.9303	2.8589	4.6282	-10.5863	-0.1187	-0.5396	0.6564	281259.7656	-58.6254	44.7992	154.2478	-0.9637	11.8174	3.3860	-0.5020	-0.7963	0.1382	281259.7656	26.4775	-109.8170	-157.3702	-0.5367	13.4284	3.3460	-0.7898	-0.3596	0.2253	281259.7656	510.7766	-48.1771	-217.8017	-6.1645	19.9183	-9.9231	-0.8320	1.0651	-0.6878	281269.5312	-25.0619	26.3508	-20.6372	-4.0426	11.9124	-3.1434	0.2616	-0.7452	0.3502	0.0000	0.0000
281269.5312	-70.5627	-100.2302	3.1853	-14.3592	1.9296	5.4263	0.0724	-0.6893	-0.6399	281269.5312	-59.1894	21.7380	193.6119	-4.9080	8.3377	2.5531	0.1250	-0.8184	-0.2839	281269.5312	43.9134	-36.7033	27.9303	-1.6569	3.8460	-10.3796	-0.1328	-0.6000	0.6674	281269.5312	-58.6254	44.7992	154.2478	-1.2650	14.7196	4.2092	-0.5020	-0.7963	0.1382	281269.5312	29.5528	12.9247	-113.4410	-0.8496	8.9232	3.8651	-0.8122	-0.3574	0.2358	281269.5312	510.7766	-48.1771	-217.8017	-4.1940	33.6236	-17.7988	-0.8320	1.0651	-0.6878	281279.2969	-25.0619	26.3508	-20.6372	-4.1860	9.0226	-1.5592	0.2635	-0.7414	0.3502	0.0000	0.0000
281279.2969	-70.5627	-100.2302	3.1853	-7.2194	4.2971	10.0692	0.0800	-0.6757	-0.6182	281279.2969	29.8651	-83.8338	167.4895	-4.4303	9.6153	5.4367	0.1442	-0.8535	-0.3161	281279.2969	31.3797	-33.7617	12.1204	0.6010	4.9475	-10.0291	-0.1207	-0.6125	0.6696	281279.2969	-58.6254	44.7992	154.2478	-2.4988	17.6217	4.6558	-0.4667	-0.7922	0.1358	281279.2969	29.5528	12.9247	-113.4410	0.5587	8.7535	2.4446	-0.8143	-0.2936	0.2526	281279.2969	375.2253	-57.4541	-178.4208	-9.2595	28.9604	-19.9127	-0.8400	1.1113	-0.7723	281289.0625	-25.0619	26.3508	-20.6372	-2.0358	7.1120	-1.4624	0.2523	-0.7241	0.3410	0.0000	0.0000
281289.0625	2.5441	39.3885	58.9918	-6.1713	3.9916	11.2650	0.1162	-0.6524	-0.6486	281289.0625	29.8651	-83.8338	167.4895	-5.7836	7.9947	7.2775	0.1442	-0.8535	-0.3161	281289.0625	31.3797	-33.7617	12.1204	0.8345	4.5546	-10.1043	-0.1026	-0.6000	0.6432	281289.0625	-58.6254	44.7992	154.2478	-3.2711	18.1563	4.8125	-0.4392	-0.7613	0.1241	281289.0625	29.5528	12.9247	-113.4410	8.6174	9.5002	-0.6444	-0.8143	-0.2936	0.2526	281289.0625	375.2253	-57.4541	-178.4208	-0.4988	12.4992	-26.6044	-0.8620	1.1450	-0.8075	281298.8281	-9.5275	61.2381	28.3853	-0.1346	6.3381	-2.3878	0.2820	-0.7663	0.3571	0.0000	0.0000
281298.8281	2.5441	39.3885	58.9918	-4.2693	5.2136	10.1809	0.1200	-0.6350	-0.6312	281298.8281	29.8651	-83.8338	167.4895	-7.3756	9.1644	7.1754	0.1904	-0.8145	-0.3161	281298.8281	31.3797	-33.7617	12.1204	0.2895	4.0918	-9.3259	-0.1026	-0.6000	0.6432	281298.8281	-55.1967	75.4454	130.2833	-3.6716	15.5597	3.4529	-0.4255	-0.7984	0.1499	281298.8281	37.1912	209.3331	-38.3110	13.9377	9.0953	5.5226	-0.8245	-0.2936	0.2316	281298.8281	375.2253	-57.4541	-178.4208	2.4848	38.8193	-19.8671	-0.8800	1.1891	-0.8310	281308.5937	-9.5275	61.2381	28.3853	1.2140	5.9512	-2.8505	0.2635	-0.7050	0.3594	0.0000	0.0000
281308.5937	2.5441	39.3885	58.9918	-3.1887	10.7888	6.6549	0.1314	-0.6291	-0.6616	281308.5937	-19.1238	71.1738	97.8424	-9.4453	9.0037	6.7069	0.2019	-0.8027	-0.2946	281308.5937	31.3797	-33.7617	12.1204	-1.5012	5.2622	-9.9344	-0.1046	-0.6042	0.6498	281308.5937	-55.1967	75.4454	130.2833	-3.9222	14.3377	1.6148	-0.4255	-0.7984	0.1499	281308.5937	37.1912	209.3331	-38.3110	15.0330	9.7218	13.7336	-0.8163	-0.2596	0.1853	281308.5937	-89.3510	-196.2496	-83.8468	-7.8141	21.4626	-25.1250	-0.8800	1.1891	-0.8310	281318.3594	-9.5275	61.2381	28.3853	2.6460	6.5621	-2.9344	0.2727	-0.7088	0.3641	0.0000	0.0000
281318.3594	15.2674	-35.3629	69.4078	-1.6186	14.5310	4.2704	0.1390	-0.6291	-0.6399	281318.3594	-19.1238	71.1738	97.8424	-7.2960	11.1847	6.2702	0.2346	-0.8613	-0.3118	281318.3594	19.9216	-33.6649	11.4757	-1.5012	5.2622	-9.9344	-0.0966	-0.6354	0.6564	281318.3594	-55.1967	75.4454	130.2833	-2.4535	13.9558	1.4495	-0.4078	-0.8313	0.1546	281318.3594	37.1912	209.3331	-38.3110	12.7641	9.6728	8.8354	-0.8306	-0.3064	0.1768	281318.3594	-89.3510	-196.2496	-83.8468	-8.7294	9.3586	-14.1979	-0.8920	1.1534	-0.8192	281328.1250	15.5900	11.7754	-0.1690	3.5191	8.6240	-3.1883	0.2523	-0.7107	0.3641	0.0000	0.0000
281328.1250	15.2674	-35.3629	69.4078	0.2958	12.3162	4.4238	0.1295	-0.6524	-0.6573	281328.1250	-19.1238	71.1738	97.8424	-2.2015	11.9715	-0.9004	0.2346	-0.8613	-0.3118	281328.1250	19.9216	-33.6649	11.4757	-0.8783	4.0927	-9.2374	-0.0966	-0.6354	0.6564	281328.1250	-0.8419	89.4042	134.1049	0.1797	14.8723	1.6456	-0.3627	-0.8025	0.1311	281328.1250	37.1912	209.3331	-38.3110	11.0428	6.8451	6.0192	-0.8306	-0.3064	0.1768	281328.1250	-89.3510	-196.2496	-83.8468	-9.0738	3.7590	-9.2233	-0.9220	1.1261	-0.7887	281337.8906	15.5900	11.7754	-0.1690	3.6781	11.0706	-3.2128	0.2894	-0.7184	0.3664	0.0000	0.0000
281337.8906	15.2674	-35.3629	69.4078	1.9756	9.9487	5.0323	0.1314	-0.6447	-0.6334	281337.8906	-32.1607	97.4764	72.2054	0.2662	11.1029	-1.9051	0.2538	-0.8086	-0.2968	281337.8906	19.9216	-33.6649	11.4757	-0.6448	4.1695	-9.3942	-0.0704	-0.5958	0.6256	281337.8906	-0.8419	89.4042	134.1049	1.9663	15.5597	2.3157	-0.3647	-0.8004	0.1499	281337.8906	-20.2539	-41.5214	-3.4478	8.5391	6.9181	5.5444	-0.8143	-0.2532	0.1895	281337.8906	-260.1589	-74.7777	-81.7555	-8.5034	1.4858	-7.3584	-0.9220	1.0567	-0.7887	281347.6562	15.5900	11.7754	-0.1690	4.0002	12.2978	-2.8362	0.2597	-0.7050	0.3594	0.0000	0.0000
281347.6562	15.2674	-35.3629	69.4078	1.3389	9.4141	5.1193	0.1600	-0.6544	-0.6659	281347.6562	-32.1607	97.4764	72.2054	0.2662	9.8164	2.1305	0.2538	-0.8281	-0.2796	281347.6562	20.1116	-12.8394	6.1476	-0.7226	3.7021	-9.0814	-0.0966	-0.6521	0.6211	281347.6562	-0.8419	89.4042	134.1049	3.2849	14.9487	2.6174	-0.3647	-0.8004	0.1499	281347.6562	-20.2539	-41.5214	-3.4478	5.8790	5.3433	3.5848	-0.8041	-0.2957	0.1916	281347.6562	-260.1589	-74.7777	-81.7555	-9.0363	-0.2480	-5.4822	-0.9620	1.0567	-0.7254	281357.4219	15.5900	11.7754	-0.1690	2.8944	12.0770	-1.9786	0.2876	-0.7146	0.3525	0.0000	0.0000
281357.4219	59.2058	37.4104	100.3947	-1.6075	8.8031	5.3805	0.1600	-0.6272	-0.6443	281357.4219	-32.1607	97.4764	72.2054	-0.4502	9.8780	0.4781	0.2923	-0.8320	-0.2989	281357.4219	20.1116	-12.8394	6.1476	-1.6569	4.4041	-9.4632	-0.0825	-0.6042	0.6366	281357.4219	21.6593	81.9611	165.4441	4.2206	13.1921	3.3204	-0.3392	-0.8210	0.1382	281357.4219	-20.2539	-41.5214	-3.4478	4.5489	2.8393	2.0296	-0.8041	-0.2957	0.1916	281357.4219	-260.1589	-74.7777	-81.7555	-8.0025	0.3865	-4.5604	-0.9260	1.0651	-0.6972	281367.1875	-13.8570	2.3914	18.3145	1.7800	11.6183	-1.9740	0.2542	-0.7126	0.3571	0.0000	0.0000
281367.1875	59.2058	37.4104	100.3947	-3.8427	9.1850	5.0230	0.1981	-0.5883	-0.6703	281367.1875	-2.4079	2.3695	60.1382	-1.1667	9.6391	0.0111	0.2923	-0.8320	-0.2989	281367.1875	20.1116	-12.8394	6.1476	-1.4234	3.7021	-9.0744	-0.0825	-0.6042	0.6366	281367.1875	21.6593	81.9611	165.4441	2.9765	12.2757	2.7244	-0.2961	-0.8251	0.1288	281367.1875	-38.1734	-46.1566	86.3664	3.0623	1.4309	1.1746	-0.8163	-0.2894	0.2442	281367.1875	-260.1589	-74.7777	-81.7555	-7.0621	2.4552	-5.0982	-0.9720	1.0483	-0.6408	281376.9531	-13.8570	2.3914	18.3145	0.6633	11.0807	-2.2019	0.2913	-0.7088	0.3618	0.0000	0.0000
281376.9531	59.2058	37.4104	100.3947	-3.6073	9.0322	4.6461	0.2038	-0.5748	-0.6573	281376.9531	-2.4079	2.3695	60.1382	-2.2015	10.0340	0.4750	0.2962	-0.8535	-0.2860	281376.9531	19.7278	2.6973	0.2098	-1.6569	3.9382	-8.9976	-0.0805	-0.6208	0.6123	281376.9531	21.6593	81.9611	165.4441	2.1177	11.1301	1.9725	-0.2961	-0.8251	0.1288	281376.9531	-38.1734	-46.1566	86.3664	2.1235	0.3337	0.3164	-0.8000	-0.2872	0.2463	281376.9531	-216.0454	19.5582	-49.9877	-7.3069	4.9029	-5.9382	-0.9720	1.0483	-0.6408	281386.7187	-13.8570	2.3914	18.3145	-0.0562	10.6189	-2.5084	0.2764	-0.6916	0.3710	0.0000	0.0000
281386.7187	-21.7845	30.2424	107.9126	-3.2096	8.8031	4.5692	0.2248	-0.5767	-0.6768	281386.7187	-2.4079	2.3695	60.1382	-2.7587	10.5069	0.9373	0.2962	-0.8125	-0.2731	281386.7187	19.7278	2.6973	0.2098	-0.5669	3.9396	-8.8549	-0.0765	-0.5833	0.6101	281386.7187	6.9646	74.6758	161.9648	2.8892	10.6718	1.7377	-0.2510	-0.8436	0.1358	281386.7187	-38.1734	-46.1566	86.3664	2.5929	-0.3693	0.0074	-0.7755	-0.3106	0.2358	281386.7187	-216.0454	19.5582	-49.9877	-7.3201	7.3410	-7.2604	-0.9700	1.0147	-0.6009	281396.4844	-27.7979	-8.7634	31.2832	-0.2153	9.8543	-2.5007	0.3080	-0.7069	0.3664	0.0000	0.0000
281396.4844	-21.7845	30.2424	107.9126	-1.2173	9.2613	4.5447	0.2343	-0.5689	-0.6443	281396.4844	-2.4079	2.3695	60.1382	-2.9179	10.5054	0.7801	0.2981	-0.8027	-0.2968	281396.4844	19.7278	2.6973	0.2098	-0.5669	3.9389	-8.9317	-0.0765	-0.5833	0.6101	281396.4844	6.9646	74.6758	161.9648	2.8142	9.9845	1.9770	-0.2275	-0.8086	0.1429	281396.4844	-29.2816	16.3405	186.2715	3.3753	-0.0559	0.2413	-0.7755	-0.3106	0.2358	281396.4844	-216.0454	19.5582	-49.9877	-6.9269	7.3392	-7.3478	-0.9480	1.0252	-0.5681	281406.2500	-27.7979	-8.7634	31.2832	-0.4494	9.4003	-2.0296	0.2950	-0.7126	0.3687	0.0000	0.0000
281406.2500	-21.7845	30.2424	107.9126	-3.3710	6.5119	4.3681	0.2419	-0.5728	-0.6659	281406.2500	-5.0705	3.9743	48.9385	-2.6791	10.0545	2.5188	0.2981	-0.8027	-0.2968	281406.2500	18.1926	-1.5866	5.0478	-0.0998	4.5647	-9.0963	-0.0845	-0.6146	0.6410	281406.2500	6.9646	74.6758	161.9648	1.6551	8.9916	2.1529	-0.2000	-0.8086	0.1171	281406.2500	-29.2816	16.3405	186.2715	4.7054	0.9620	0.9422	-0.7653	-0.3745	0.2611	281406.2500	-293.6360	34.3631	30.8096	-6.1464	9.0182	-8.1134	-0.9940	0.9832	-0.5282	281416.0156	-27.7979	-8.7634	31.2832	-0.3667	9.0975	-1.7155	0.3061	-0.6916	0.3687	0.0000	0.0000
281416.0156	-30.9235	4.8045	113.4673	-3.8574	5.7482	3.5534	0.2400	-0.5942	-0.6334	281416.0156	-5.0705	3.9743	48.9385	-2.4403	9.3608	3.3976	0.3192	-0.7891	-0.2817	281416.0156	18.1926	-1.5866	5.0478	-0.0998	4.3325	-8.7866	-0.0744	-0.6042	0.6123	281416.0156	6.9646	74.6758	161.9648	1.0393	8.2279	2.4755	-0.2000	-0.8086	0.1171	281416.0156	-29.2816	16.3405	186.2715	6.1137	1.6658	1.3303	-0.7571	-0.4170	0.2611	281416.0156	-293.6360	34.3631	30.8096	-5.1237	9.6305	-8.3053	-0.9940	0.9832	-0.5282	281425.7812	-8.1799	-12.2143	29.2861	-0.5251	8.7925	-1.6347	0.2987	-0.6839	0.3641	0.0000	0.0000
281425.7812	-30.9235	4.8045	113.4673	-2.5087	6.3592	2.9321	0.2514	-0.5864	-0.6573	281425.7812	-5.0705	3.9743	48.9385	-1.3259	9.1188	2.6161	0.3269	-0.8125	-0.2753	281425.7812	18.1926	-1.5866	5.0478	-0.4891	4.0980	-8.7036	-0.0825	-0.5917	0.6035	281425.7812	20.3582	59.3349	128.0305	1.1175	7.4642	2.5595	-0.1804	-0.8436	0.1429	281425.7812	-22.3937	64.0326	239.6815	7.4438	1.9038	1.8019	-0.7571	-0.4170	0.2611	281425.7812	-293.6360	34.3631	30.8096	-4.3326	10.2525	-8.0152	-1.0020	0.9832	-0.4648	281435.5469	-8.1799	-12.2143	29.2861	-0.3666	8.0272	-1.7048	0.3228	-0.7241	0.3687	0.0000	0.0000
281435.5469	-30.9235	4.8045	113.4673	-1.7900	6.7411	3.0715	0.2667	-0.5786	-0.6269	281435.5469	-12.6819	38.4556	32.9003	0.7438	9.1031	1.0440	0.3269	-0.8125	-0.2753	281435.5469	18.1926	-1.5866	5.0478	-0.6448	4.1757	-8.7796	-0.0825	-0.5917	0.6035	281435.5469	20.3582	59.3349	128.0305	0.8869	7.2351	2.7185	-0.1431	-0.8272	0.1265	281435.5469	-22.3937	64.0326	239.6815	7.3655	1.9847	2.1172	-0.7184	-0.4447	0.2295	281435.5469	-394.3804	6.4972	107.7694	-3.7680	9.0459	-6.7287	-1.0000	0.9538	-0.3991	281445.3125	-8.1799	-12.2143	29.2861	-0.2073	7.2626	-1.6972	0.3043	-0.7261	0.3664	0.0000	0.0000
281445.3125	14.1038	53.6638	118.4359	-2.3449	7.5811	3.3695	0.2819	-0.5825	-0.6334	281445.3125	-12.6819	38.4556	32.9003	2.0174	9.3286	0.1746	0.3481	-0.7891	-0.2796	281445.3125	16.5018	-3.8415	7.4444	-1.1898	3.8613	-8.8478	-0.0946	-0.6229	0.6233	281445.3125	20.3582	59.3349	128.0305	0.8119	6.7005	2.9562	-0.1196	-0.8004	0.1171	281445.3125	-22.3937	64.0326	239.6815	6.2702	1.9022	1.6439	-0.6939	-0.5085	0.2421	281445.3125	-394.3804	6.4972	107.7694	-3.1295	8.5227	-5.9350	-1.0540	0.9349	-0.3122	281455.0781	-8.1799	-12.2143	29.2861	-0.4460	6.6510	-1.6911	0.3135	-0.7203	0.3710	0.0000	0.0000
281455.0781	14.1038	53.6638	118.4359	-2.7419	8.4212	3.5155	0.2895	-0.5592	-0.6269	281455.0781	-12.6819	38.4556	32.9003	2.0970	9.9568	0.5552	0.3385	-0.8262	-0.2774	281455.0781	16.5018	-3.8415	7.4444	-0.7226	4.3325	-8.7804	-0.0805	-0.6375	0.6013	281455.0781	27.4147	74.1288	97.8909	1.1238	6.0131	3.1916	-0.1196	-0.8004	0.1171	281455.0781	-22.3937	64.0326	239.6815	5.6443	1.0422	1.1785	-0.6653	-0.5511	0.2547	281455.0781	-394.3804	6.4972	107.7694	-1.4651	8.0022	-5.0026	-1.0540	0.9349	-0.3122	281464.8437	-14.2800	-21.0383	30.7727	-0.4444	6.3467	-1.5325	0.3210	-0.6897	0.3571	0.0000	0.0000
281464.8437	14.1038	53.6638	118.4359	-2.6601	9.4141	3.7303	0.3105	-0.5359	-0.6443	281464.8437	2.2090	-2.7115	33.1443	1.1418	9.9450	-0.6240	0.3558	-0.7891	-0.2688	281464.8437	16.5018	-3.8415	7.4444	-1.1119	3.5499	-8.6150	-0.0805	-0.6375	0.6013	281464.8437	27.4147	74.1288	97.8909	1.6655	5.4021	3.1923	-0.1216	-0.8128	0.1358	281464.8437	-29.0597	27.6175	290.7341	3.7665	0.7978	0.0747	-0.6653	-0.5511	0.2547	281464.8437	-394.3804	6.4972	107.7694	-0.4373	7.3153	-4.6910	-1.0580	0.8971	-0.2254	281474.6094	-14.2800	-21.0383	30.7727	-0.9228	6.0401	-1.6072	0.3488	-0.7069	0.3710	0.0000	0.0000
281474.6094	14.1038	53.6638	118.4359	-1.7008	9.7959	4.0178	0.3200	-0.5398	-0.6161	281474.6094	2.2090	-2.7115	33.1443	0.2662	10.1089	0.1590	0.3558	-0.7891	-0.2688	281474.6094	25.0146	8.8450	9.9645	-0.4112	3.8620	-8.7788	-0.0765	-0.6271	0.5991	281474.6094	27.4147	74.1288	97.8909	2.1299	4.6384	3.1953	-0.0980	-0.8354	0.1241	281474.6094	-29.0597	27.6175	290.7341	2.7494	0.4043	-0.3954	-0.6082	-0.5851	0.2274	281474.6094	-401.4893	-30.0762	128.8894	0.5091	7.1626	-4.6273	-1.0180	0.9244	-0.1479	281484.3750	-14.2800	-21.0383	30.7727	-0.9165	5.8169	-0.9828	0.3247	-0.7031	0.3687	0.0000	0.0000
281484.3750	17.0565	105.3066	98.5383	-0.7399	9.3377	4.4640	0.3390	-0.5437	-0.6247	281484.3750	2.2090	-2.7115	33.1443	0.8234	10.2650	0.1559	0.3558	-0.8008	-0.2882	281484.3750	25.0146	8.8450	9.9645	-0.8783	4.0988	-8.6228	-0.0845	-0.6521	0.6035	281484.3750	28.6698	56.1574	68.1989	2.4356	4.3329	2.8093	-0.0980	-0.8354	0.1241	281484.3750	-29.0597	27.6175	290.7341	1.7323	0.6352	-0.6347	-0.5592	-0.6191	0.2421	281484.3750	-401.4893	-30.0762	128.8894	2.4701	8.7610	-5.5741	-1.0440	0.9307	-0.0399	281494.1406	-28.8657	-40.5630	32.5079	-1.2326	5.9722	-0.7511	0.3321	-0.7146	0.3756	0.0000	0.0000
281494.1406	17.0565	105.3066	98.5383	0.0615	9.1086	4.9095	0.3829	-0.5476	-0.5944	281494.1406	3.0417	17.4726	40.1922	1.2214	10.2744	1.0992	0.3538	-0.8242	-0.2839	281494.1406	25.0146	8.8450	9.9645	-0.8783	3.9420	-8.6213	-0.0644	-0.6500	0.6057	281494.1406	28.6698	56.1574	68.1989	3.5190	3.6456	2.8053	-0.0765	-0.8045	0.1054	281494.1406	-9.7078	32.5593	336.5486	1.4193	0.7082	-1.1096	-0.5592	-0.6191	0.2421	281494.1406	-401.4893	-30.0762	128.8894	3.1662	10.6598	-6.8997	-1.0440	0.9307	-0.0399	281503.9062	-28.8657	-40.5630	32.5079	-0.9166	5.8934	-0.9836	0.3451	-0.6628	0.3779	0.0000	0.0000
281503.9062	17.0565	105.3066	98.5383	0.3773	9.2613	4.6040	0.3981	-0.5495	-0.6095	281503.9062	3.0417	17.4726	40.1922	1.0622	10.1183	1.1023	0.3788	-0.7637	-0.2731	281503.9062	32.0290	6.2507	8.1047	-1.3455	3.4722	-8.5351	-0.0644	-0.6500	0.6057	281503.9062	28.6698	56.1574	68.1989	4.2170	3.0346	2.9588	-0.0725	-0.8107	0.1265	281503.9062	-9.7078	32.5593	336.5486	2.5929	1.0859	-2.2195	-0.5367	-0.6766	0.2568	281503.9062	-382.1907	-99.8897	96.8373	2.7559	12.8607	-8.5275	-1.0180	0.9076	0.0469	281513.6719	-28.8657	-40.5630	32.5079	-0.5974	6.4294	-0.9112	0.3766	-0.7088	0.3802	0.0000	0.0000
281513.6719	-45.4808	107.3588	76.0078	1.2487	9.1850	4.0696	0.4038	-0.5049	-0.5640	281513.6719	3.0417	17.4726	40.1922	1.6194	10.1956	1.0221	0.3788	-0.7637	-0.2731	281513.6719	32.0290	6.2507	8.1047	-0.3333	4.3348	-8.5538	-0.0563	-0.6396	0.5771	281513.6719	44.0533	50.1615	29.4165	4.8346	2.5764	2.8029	-0.0725	-0.8395	0.1101	281513.6719	-9.7078	32.5593	336.5486	4.8619	2.6379	-2.5511	-0.4469	-0.6787	0.2232	281513.6719	-382.1907	-99.8897	96.8373	1.9499	15.1356	-10.3081	-0.9660	0.9727	0.1244	281523.4375	-26.3833	-13.3192	26.7107	-0.1206	6.8109	-0.9928	0.3432	-0.6839	0.3779	0.0000	0.0000
281523.4375	-45.4808	107.3588	76.0078	0.9209	8.4212	3.1780	0.4324	-0.5126	-0.5575	281523.4375	3.0417	17.4726	40.1922	2.8930	10.1073	0.0018	0.3712	-0.7949	-0.2753	281523.4375	32.0290	6.2507	8.1047	-0.4112	4.1772	-8.6283	-0.0684	-0.6562	0.5969	281523.4375	44.0533	50.1615	29.4165	5.3740	1.8126	2.5735	-0.0725	-0.8395	0.1101	281523.4375	18.7334	103.6641	387.7421	6.4267	4.6880	0.2729	-0.3857	-0.7021	0.2316	281523.4375	-382.1907	-99.8897	96.8373	1.4598	17.6429	-12.0201	-0.9700	0.9664	0.2230	281533.2031	-26.3833	-13.3192	26.7107	-0.1987	6.9653	-0.8388	0.3581	-0.6667	0.3802	0.0000	0.0000
281533.2031	-45.4808	107.3588	76.0078	1.0736	7.9630	2.5042	0.4381	-0.5087	-0.5575	281533.2031	-7.4274	36.2517	57.0033	3.2910	8.9447	0.8113	0.3904	-0.8008	-0.2817	281533.2031	32.0290	6.2507	8.1047	-0.7226	4.2557	-8.6260	-0.0684	-0.6562	0.5969	281533.2031	44.0533	50.1615	29.4165	6.6129	1.3544	2.6429	-0.0667	-0.8416	0.0890	281533.2031	18.7334	103.6641	387.7421	6.5831	7.3768	4.7497	-0.3857	-0.7021	0.2316	281533.2031	-428.9965	-150.9557	97.0692	1.4507	19.4730	-12.9322	-0.9700	0.9664	0.2230	281542.9687	-26.3833	-13.3192	26.7107	-0.0387	6.9661	-0.7610	0.3618	-0.6590	0.3940	0.0000	0.0000
281542.9687	-27.5884	113.3167	64.9993	1.7074	8.1158	2.1203	0.4705	-0.4757	-0.5445	281542.9687	-7.4274	36.2517	57.0033	2.8134	8.6326	0.8175	0.4058	-0.7461	-0.2602	281542.9687	32.9603	1.4805	10.7237	-1.0341	4.4141	-8.4708	-0.0865	-0.6625	0.5969	281542.9687	44.0533	50.1615	29.4165	6.7661	1.2780	2.4877	-0.0706	-0.8189	0.0984	281542.9687	18.7334	103.6641	387.7421	5.8790	10.4101	4.7984	-0.3265	-0.7532	0.2316	281542.9687	-428.9965	-150.9557	97.0692	0.9800	21.0177	-12.7148	-0.9200	1.0504	0.3216	281552.7344	-15.4111	15.5290	21.1044	-0.0379	6.8904	-0.6825	0.3711	-0.6513	0.3894	0.0000	0.0000
281552.7344	-27.5884	113.3167	64.9993	1.3901	8.1158	2.2739	0.4762	-0.4583	-0.5271	281552.7344	-7.4274	36.2517	57.0033	2.8134	8.6326	0.8175	0.4058	-0.7461	-0.2602	281552.7344	32.9603	1.4805	10.7237	-1.3455	4.4941	-8.3148	-0.0543	-0.6250	0.5661	281552.7344	92.7751	8.2218	-31.7623	5.5999	2.3473	1.9483	-0.0784	-0.8786	0.0679	281552.7344	10.6706	-0.6722	396.6390	6.8178	13.7323	2.6318	-0.2490	-0.7617	0.2126	281552.7344	-428.9965	-150.9557	97.0692	-0.2827	22.2467	-12.8734	-0.8560	1.1050	0.3803	281562.5000	-15.4111	15.5290	21.1044	-0.0364	6.8920	-0.5270	0.3785	-0.6648	0.3871	0.0000	0.0000
281562.5000	-27.5884	113.3167	64.9993	0.5976	9.0322	2.7239	0.4876	-0.4524	-0.5141	281562.5000	-8.5708	21.3130	73.8922	2.1766	9.4831	0.0143	0.4058	-0.7832	-0.2796	281562.5000	32.9603	1.4805	10.7237	-0.9562	4.5717	-8.3963	-0.0704	-0.6542	0.5881	281562.5000	92.7751	8.2218	-31.7623	3.6544	4.4857	0.8655	-0.0784	-0.8786	0.0679	281562.5000	10.6706	-0.6722	396.6390	8.6956	16.9313	3.7060	-0.2490	-0.7617	0.2126	281562.5000	-427.1967	-150.3498	180.2848	-0.7606	24.0850	-13.3782	-0.8180	1.1891	0.4789	281572.2656	-15.4111	15.5290	21.1044	0.2056	6.8951	-0.2160	0.3711	-0.6533	0.3894	0.0000	0.0000
281572.2656	8.9603	57.0598	85.2278	0.1314	9.5668	3.9265	0.5067	-0.4524	-0.5163	281572.2656	-8.5708	21.3130	73.8922	1.3806	9.9576	0.6338	0.4231	-0.7637	-0.2688	281572.2656	43.5757	-2.2524	1.1078	-1.3455	4.0989	-8.6182	-0.0704	-0.6542	0.5881	281572.2656	92.7751	8.2218	-31.7623	1.4682	6.7768	-1.0656	-0.1000	-0.8313	0.0515	281572.2656	10.6706	-0.6722	396.6390	10.8863	14.8619	6.7292	-0.1612	-0.7681	0.2105	281572.2656	-427.1967	-150.3498	180.2848	3.2683	25.4898	-12.4520	-0.8180	1.1891	0.4789	281582.0312	-15.4111	15.5290	21.1044	0.5239	7.1245	-0.2183	0.3711	-0.6590	0.3917	0.0000	0.0000
